,index,age,sports,fashion,food,pet,Top Likes,age_group,Total Likes,Segment
3890,jordan60,31,54.0,54.0,55.0,0.0,food,Adult,163.0,5
3891,jenniferrogers,18,88.0,10.0,0.0,0.0,sports,Teenager,98.0,2
3892,taramorris,34,16.0,34.0,33.0,0.0,age,Adult,83.0,1
3893,guerrerogeorge,20,261.0,29.0,0.0,0.0,sports,Young Adult,290.0,2
3894,phillipgrant,29,54.0,19.0,18.0,0.0,sports,Adult,91.0,1
3895,victor48,25,72.0,8.0,0.0,0.0,sports,Young Adult,80.0,1
3896,mason92,26,84.0,88.0,75.0,0.0,fashion,Adult,247.0,4
3897,steelejennifer,27,16.0,18.0,18.0,0.0,age,Adult,52.0,1
3898,rperry,31,66.0,7.0,0.0,0.0,sports,Adult,73.0,1
3899,carpentermichelle,31,52.0,7.0,0.0,0.0,sports,Adult,59.0,1
3900,poconnor,31,0.0,57.0,8.0,0.0,fashion,Adult,65.0,1
3901,taylorcobb,18,64.0,57.0,0.0,0.0,sports,Teenager,121.0,5
3902,louisbooth,19,42.0,17.0,16.0,0.0,sports,Young Adult,75.0,1
3903,halejames,25,0.0,100.0,100.0,0.0,fashion,Young Adult,200.0,4
3904,patricia41,36,0.0,70.0,70.0,0.0,fashion,Adult,140.0,5
3905,harveymichael,56,15.0,17.0,15.0,0.0,age,Adult,47.0,1
3906,sylvia58,33,0.0,16.0,0.0,0.0,age,Adult,16.0,1
3907,sullivankristin,19,18.0,58.0,18.0,0.0,fashion,Young Adult,94.0,5
3908,cortezallison,41,0.0,56.0,56.0,0.0,fashion,Adult,112.0,5
3909,deannadavis,32,37.0,13.0,12.0,0.0,sports,Adult,62.0,1
3910,ngibson,37,0.0,43.0,6.0,0.0,fashion,Adult,49.0,1
3911,kennethhurst,47,76.0,79.0,77.0,0.0,fashion,Adult,232.0,4
3912,gregory63,33,0.0,3.0,39.0,0.0,food,Adult,42.0,1
3913,adrian45,32,84.0,42.0,94.0,0.0,food,Adult,220.0,3
3914,nguyenhannah,15,16.0,52.0,18.0,0.0,fashion,Teenager,86.0,1
3915,kathrynleach,36,26.0,24.0,12.0,0.0,age,Adult,62.0,1
3916,bgarcia,40,0.0,12.0,12.0,0.0,age,Adult,24.0,1
3917,swalker,18,13.0,120.0,0.0,0.0,fashion,Teenager,133.0,4
3918,ralph70,37,70.0,9.0,0.0,0.0,sports,Adult,79.0,1
3919,kellymiller,24,21.0,21.0,12.0,0.0,age,Young Adult,54.0,1
3920,butlermelanie,20,24.0,27.0,27.0,0.0,fashion,Young Adult,78.0,1
3921,james13,21,9.0,84.0,0.0,0.0,fashion,Young Adult,93.0,4
3922,robertbrown,62,88.0,88.0,0.0,0.0,sports,Senior,176.0,4
3923,katherinehall,19,0.0,46.0,5.0,0.0,fashion,Young Adult,51.0,1
3924,ecastillo,17,8.0,8.0,28.0,0.0,food,Teenager,44.0,1
3925,bonnie44,14,0.0,116.0,116.0,0.0,fashion,Teenager,232.0,4
3926,michelle75,17,17.0,36.0,33.0,0.0,fashion,Teenager,86.0,1
3927,darrenpark,59,64.0,63.0,190.0,0.0,food,Adult,317.0,3
3928,janet65,18,14.0,6.0,13.0,0.0,age,Teenager,33.0,1
3929,davidcaldwell,52,0.0,41.0,40.0,0.0,age,Adult,81.0,1
3930,nelsonvickie,33,19.0,57.0,21.0,0.0,fashion,Adult,97.0,5
3931,ntaylor,18,5.0,39.0,0.0,0.0,fashion,Teenager,44.0,1
3932,francislori,13,10.0,10.0,4.0,0.0,age,,24.0,1
3933,valerie70,47,40.0,40.0,0.0,0.0,age,Adult,80.0,1
3934,jeanette88,56,21.0,184.0,0.0,0.0,fashion,Adult,205.0,4
3935,gharris,30,0.0,83.0,83.0,0.0,fashion,Adult,166.0,4
3936,ochoadeanna,22,0.0,3.0,43.0,0.0,food,Young Adult,46.0,1
3937,jeffreymcknight,55,50.0,51.0,50.0,0.0,age,Adult,151.0,5
3938,marygross,54,6.0,7.0,20.0,0.0,age,Adult,33.0,1
3939,rlewis,23,13.0,1.0,0.0,0.0,age,Young Adult,14.0,1
3940,lauriemcdaniel,47,0.0,24.0,3.0,0.0,age,Adult,27.0,1
3941,ericwells,21,38.0,37.0,0.0,0.0,sports,Young Adult,75.0,1
3942,michael74,63,0.0,24.0,219.0,0.0,food,Senior,243.0,3
3943,sdiaz,49,0.0,50.0,50.0,0.0,fashion,Adult,100.0,5
3944,traci34,30,14.0,12.0,14.0,0.0,age,Adult,40.0,1
3945,james45,22,0.0,148.0,15.0,0.0,fashion,Young Adult,163.0,4
3946,brittanylewis,25,0.0,53.0,59.0,0.0,food,Young Adult,112.0,5
3947,ehunt,30,10.0,20.0,20.0,0.0,age,Adult,50.0,1
3948,williesosa,58,50.0,100.0,99.0,0.0,fashion,Adult,249.0,4
3949,cynthiathomas,23,10.0,20.0,19.0,0.0,age,Young Adult,49.0,1
3950,tiffanydean,16,0.0,24.0,2.0,0.0,fashion,Teenager,26.0,1
3951,ftaylor,24,50.0,49.0,49.0,0.0,sports,Young Adult,148.0,5
3952,deborahlee,19,0.0,9.0,69.0,0.0,food,Young Adult,78.0,1
3953,kyle22,40,0.0,15.0,15.0,0.0,age,Adult,30.0,1
3954,jonesdebra,15,50.0,45.0,24.0,0.0,sports,Teenager,119.0,5
3955,averyrandall,17,0.0,204.0,24.0,0.0,fashion,Teenager,228.0,4
3956,dorseysamuel,70,0.0,36.0,36.0,0.0,age,Senior,72.0,1
3957,trodriguez,32,34.0,35.0,18.0,0.0,fashion,Adult,87.0,1
3958,jenkinskrystal,18,23.0,24.0,0.0,0.0,fashion,Teenager,47.0,1
3959,bethmolina,54,30.0,9.0,10.0,0.0,age,Adult,49.0,1
3960,jperez,20,15.0,128.0,0.0,0.0,fashion,Young Adult,143.0,4
3961,scottsmith,39,38.0,4.0,0.0,0.0,age,Adult,42.0,1
3962,colemanmatthew,19,0.0,99.0,99.0,0.0,fashion,Young Adult,198.0,4
3963,john67,20,106.0,11.0,0.0,0.0,sports,Young Adult,117.0,2
3964,thompsonmario,19,55.0,56.0,0.0,0.0,fashion,Young Adult,111.0,5
3965,qclark,16,83.0,84.0,41.0,0.0,fashion,Teenager,208.0,4
3966,lrodriguez,17,10.0,24.0,25.0,0.0,food,Teenager,59.0,1
3967,anthonylee,72,0.0,111.0,111.0,0.0,fashion,Senior,222.0,4
3968,stevenschristina,34,124.0,13.0,0.0,0.0,sports,Adult,137.0,2
3969,fowleranna,25,41.0,41.0,127.0,0.0,food,Young Adult,209.0,3
3970,vroberts,57,72.0,79.0,40.0,0.0,fashion,Adult,191.0,4
3971,jimenezconnor,35,4.0,14.0,3.0,0.0,age,Adult,21.0,1
3972,kennedyashley,27,0.0,16.0,16.0,0.0,age,Adult,32.0,1
3973,joshua15,28,76.0,69.0,35.0,0.0,sports,Adult,180.0,4
3974,sheila02,41,89.0,89.0,0.0,0.0,sports,Adult,178.0,4
3975,cassandra62,22,75.0,73.0,65.0,0.0,sports,Young Adult,213.0,4
3976,dillon47,46,0.0,86.0,86.0,0.0,fashion,Adult,172.0,4
3977,sandra12,19,0.0,10.0,94.0,0.0,food,Young Adult,104.0,3
3978,brad13,29,33.0,32.0,33.0,0.0,sports,Adult,98.0,5
3979,kevin06,21,0.0,11.0,101.0,0.0,food,Young Adult,112.0,3
3980,rebekah63,20,24.0,48.0,48.0,0.0,fashion,Young Adult,120.0,5
3981,zsummers,14,29.0,29.0,15.0,0.0,sports,Teenager,73.0,1
3982,damonfuentes,30,16.0,50.0,16.0,0.0,fashion,Adult,82.0,1
3983,daughertykevin,40,3.0,12.0,3.0,0.0,age,Adult,18.0,1
3984,yortega,36,49.0,49.0,0.0,0.0,sports,Adult,98.0,5
3985,colemichele,16,171.0,52.0,58.0,0.0,sports,Teenager,281.0,2
3986,mgiles,20,29.0,32.0,29.0,0.0,fashion,Young Adult,90.0,1
3987,markcrawford,56,50.0,50.0,0.0,0.0,age,Adult,100.0,5
3988,michaeldunn,15,3.0,4.0,4.0,0.0,age,Teenager,11.0,1
3989,ibarnes,46,29.0,88.0,28.0,0.0,fashion,Adult,145.0,4
3990,porterdeanna,26,57.0,58.0,56.0,0.0,fashion,Adult,171.0,5
3991,parkssandra,29,0.0,73.0,82.0,0.0,food,Adult,155.0,3
3992,katie72,14,64.0,64.0,0.0,0.0,sports,Teenager,128.0,5
3993,monroejennifer,35,11.0,104.0,0.0,0.0,fashion,Adult,115.0,4
3994,baileyrebecca,19,25.0,21.0,64.0,0.0,food,Young Adult,110.0,5
3995,ekline,29,70.0,8.0,0.0,0.0,sports,Adult,78.0,1
3996,nicholscatherine,26,44.0,43.0,0.0,0.0,sports,Adult,87.0,1
3997,gibsonjulia,24,5.0,9.0,8.0,0.0,age,Young Adult,22.0,1
3998,kmurphy,29,31.0,30.0,32.0,0.0,food,Adult,93.0,1
3999,nicoletaylor,29,0.0,8.0,8.0,0.0,age,Adult,16.0,1
4000,benjaminwilkerson,21,0.0,39.0,36.0,0.0,fashion,Young Adult,75.0,1
4001,fweber,35,8.0,4.0,8.0,0.0,age,Adult,20.0,1
4002,ymartinez,30,18.0,7.0,8.0,0.0,age,Adult,33.0,1
4003,ramoskenneth,60,0.0,6.0,46.0,0.0,age,Adult,52.0,1
4004,acooper,27,36.0,39.0,118.0,0.0,food,Adult,193.0,3
4005,peggykelley,33,52.0,53.0,52.0,0.0,fashion,Adult,157.0,5
4006,wdaniels,29,172.0,57.0,58.0,0.0,sports,Adult,287.0,2
4007,destiny92,27,92.0,10.0,0.0,0.0,sports,Adult,102.0,2
4008,danielcampbell,38,49.0,48.0,24.0,0.0,sports,Adult,121.0,5
4009,cruzdouglas,22,34.0,11.0,12.0,0.0,sports,Young Adult,57.0,1
4010,emily19,16,5.0,2.0,3.0,0.0,age,Teenager,10.0,1
4011,rnguyen,17,117.0,128.0,0.0,0.0,fashion,Teenager,245.0,4
4012,ttucker,31,33.0,12.0,11.0,0.0,sports,Adult,56.0,1
4013,tatemichael,23,6.0,65.0,0.0,0.0,fashion,Young Adult,71.0,1
4014,kendra74,48,24.0,216.0,0.0,0.0,fashion,Adult,240.0,4
4015,rhondasutton,31,0.0,8.0,72.0,0.0,food,Adult,80.0,1
4016,wendy22,20,43.0,43.0,45.0,0.0,food,Young Adult,131.0,5
4017,michelle16,29,7.0,8.0,0.0,0.0,age,Adult,15.0,1
4018,craig64,40,0.0,65.0,6.0,0.0,fashion,Adult,71.0,1
4019,larryreynolds,50,59.0,59.0,0.0,0.0,sports,Adult,118.0,5
4020,kimberly26,39,0.0,23.0,24.0,0.0,age,Adult,47.0,1
4021,ecohen,58,0.0,5.0,52.0,0.0,age,Adult,57.0,1
4022,noahfischer,28,0.0,112.0,112.0,0.0,fashion,Adult,224.0,4
4023,nealkathleen,35,43.0,43.0,38.0,0.0,sports,Adult,124.0,5
4024,mccoysara,39,109.0,110.0,0.0,0.0,fashion,Adult,219.0,4
4025,sherry17,54,32.0,31.0,32.0,0.0,age,Adult,95.0,5
4026,foxsean,35,8.0,72.0,0.0,0.0,fashion,Adult,80.0,1
4027,kjensen,47,0.0,192.0,21.0,0.0,fashion,Adult,213.0,4
4028,sharonpowell,24,61.0,60.0,30.0,0.0,sports,Young Adult,151.0,5
4029,timothypalmer,33,0.0,30.0,30.0,0.0,age,Adult,60.0,1
4030,angelknox,47,0.0,6.0,57.0,0.0,food,Adult,63.0,1
4031,rodgersjohn,14,60.0,20.0,18.0,0.0,sports,Teenager,98.0,1
4032,jeremyglass,25,50.0,152.0,45.0,0.0,fashion,Young Adult,247.0,4
4033,cwarren,22,0.0,80.0,79.0,0.0,fashion,Young Adult,159.0,4
4034,unoble,27,52.0,46.0,0.0,0.0,sports,Adult,98.0,5
4035,brianpeterson,37,42.0,3.0,0.0,0.0,sports,Adult,45.0,1
4036,jeffreyespinoza,42,24.0,26.0,0.0,0.0,age,Adult,50.0,1
4037,jroberts,46,15.0,12.0,43.0,0.0,age,Adult,70.0,1
4038,gonzaleznatalie,19,18.0,20.0,18.0,0.0,fashion,Young Adult,56.0,1
4039,gomezbenjamin,17,51.0,51.0,0.0,0.0,sports,Teenager,102.0,5
4040,pwilson,39,93.0,104.0,0.0,0.0,fashion,Adult,197.0,4
4041,rgomez,22,48.0,48.0,23.0,0.0,sports,Young Adult,119.0,5
4042,tylerjackson,22,0.0,46.0,5.0,0.0,fashion,Young Adult,51.0,1
4043,jacquelinegomez,36,12.0,12.0,6.0,0.0,age,Adult,30.0,1
4044,icoleman,28,0.0,206.0,24.0,0.0,fashion,Adult,230.0,4
4045,brianhickman,13,33.0,67.0,66.0,0.0,fashion,,166.0,4
4046,sparksbeth,19,36.0,35.0,35.0,0.0,sports,Young Adult,106.0,5
4047,andrealopez,14,54.0,55.0,28.0,0.0,fashion,Teenager,137.0,5
4048,bradley01,16,8.0,8.0,25.0,0.0,food,Teenager,41.0,1
4049,dgardner,21,59.0,8.0,0.0,0.0,sports,Young Adult,67.0,1
4050,donaldhall,26,0.0,88.0,88.0,0.0,fashion,Adult,176.0,4
4051,kjones,21,10.0,9.0,6.0,0.0,age,Young Adult,25.0,1
4052,sarahgutierrez,33,0.0,73.0,73.0,0.0,fashion,Adult,146.0,4
4053,pattersonbrian,20,19.0,21.0,20.0,0.0,fashion,Young Adult,60.0,1
4054,rperez,52,11.0,24.0,24.0,0.0,age,Adult,59.0,1
4055,harriseric,42,0.0,70.0,71.0,0.0,food,Adult,141.0,5
4056,melissajones,32,42.0,45.0,44.0,0.0,fashion,Adult,131.0,5
4057,duffyeugene,27,57.0,56.0,0.0,0.0,sports,Adult,113.0,5
4058,maryrussell,42,36.0,33.0,36.0,0.0,age,Adult,105.0,5
4059,fostercourtney,21,21.0,24.0,0.0,0.0,fashion,Young Adult,45.0,1
4060,michael35,22,15.0,16.0,15.0,0.0,age,Young Adult,46.0,1
4061,brodriguez,29,28.0,26.0,15.0,0.0,age,Adult,69.0,1
4062,christopherlloyd,21,4.0,7.0,18.0,0.0,age,Young Adult,29.0,1
4063,xgilbert,18,16.0,140.0,0.0,0.0,fashion,Teenager,156.0,4
4064,dgriffith,20,0.0,50.0,4.0,0.0,fashion,Young Adult,54.0,1
4065,sherry87,24,0.0,32.0,31.0,0.0,fashion,Young Adult,63.0,1
4066,delgadojonathan,21,0.0,2.0,20.0,0.0,age,Young Adult,22.0,1
4067,wilsonaaron,27,45.0,46.0,136.0,0.0,food,Adult,227.0,3
4068,imorrow,49,52.0,50.0,50.0,0.0,sports,Adult,152.0,5
4069,yperez,27,0.0,73.0,8.0,0.0,fashion,Adult,81.0,1
4070,belindadixon,30,123.0,37.0,40.0,0.0,sports,Adult,200.0,2
4071,sharon93,16,8.0,7.0,0.0,0.0,age,Teenager,15.0,1
4072,carteranna,19,88.0,10.0,0.0,0.0,sports,Young Adult,98.0,2
4073,carla93,34,76.0,76.0,0.0,0.0,sports,Adult,152.0,4
4074,luischandler,14,0.0,104.0,93.0,0.0,fashion,Teenager,197.0,4
4075,sierraluna,20,0.0,9.0,1.0,0.0,age,Young Adult,10.0,1
4076,xgarcia,26,12.0,115.0,0.0,0.0,fashion,Adult,127.0,4
4077,kevinwhite,19,9.0,20.0,18.0,0.0,fashion,Young Adult,47.0,1
4078,lori40,15,128.0,42.0,42.0,0.0,sports,Teenager,212.0,2
4079,zgarcia,47,7.0,7.0,20.0,0.0,age,Adult,34.0,1
4080,theresahoffman,22,29.0,27.0,30.0,0.0,food,Young Adult,86.0,1
4081,arellanomatthew,63,72.0,65.0,76.0,0.0,food,Senior,213.0,3
4082,barbaramerritt,29,5.0,8.0,8.0,0.0,age,Adult,21.0,1
4083,daniel08,28,0.0,16.0,2.0,0.0,age,Adult,18.0,1
4084,kennedyjonathan,19,18.0,19.0,9.0,0.0,age,Young Adult,46.0,1
4085,jonathan96,49,28.0,30.0,30.0,0.0,age,Adult,88.0,1
4086,hammonddebra,42,30.0,30.0,31.0,0.0,age,Adult,91.0,1
4087,diazandrea,23,72.0,9.0,0.0,0.0,sports,Young Adult,81.0,1
4088,bhill,35,0.0,52.0,52.0,0.0,fashion,Adult,104.0,5
4089,steven71,16,42.0,21.0,42.0,0.0,sports,Teenager,105.0,5
4090,phillip15,55,4.0,3.0,11.0,0.0,age,Adult,18.0,1
4091,kristinmorris,25,0.0,20.0,20.0,0.0,age,Young Adult,40.0,1
4092,nancynguyen,23,0.0,72.0,63.0,0.0,fashion,Young Adult,135.0,4
4093,christina37,32,0.0,12.0,120.0,0.0,food,Adult,132.0,3
4094,vcraig,30,53.0,108.0,98.0,0.0,fashion,Adult,259.0,4
4095,michelletorres,17,39.0,39.0,115.0,0.0,food,Teenager,193.0,3
4096,elizabethzuniga,27,24.0,23.0,63.0,0.0,food,Adult,110.0,5
4097,wherring,24,22.0,20.0,20.0,0.0,age,Young Adult,62.0,1
4098,pberg,23,20.0,176.0,0.0,0.0,fashion,Young Adult,196.0,4
4099,michaelpeterson,39,0.0,82.0,82.0,0.0,fashion,Adult,164.0,4
4100,reginald76,37,43.0,44.0,42.0,0.0,fashion,Adult,129.0,5
4101,richardconrad,35,0.0,160.0,18.0,0.0,fashion,Adult,178.0,4
4102,zpowell,59,70.0,24.0,23.0,0.0,sports,Adult,117.0,5
4103,williamsshannon,37,0.0,91.0,92.0,0.0,food,Adult,183.0,4
4104,qallison,42,0.0,140.0,17.0,0.0,fashion,Adult,157.0,4
4105,hunterhodge,34,9.0,8.0,0.0,0.0,age,Adult,17.0,1
4106,jessica97,22,0.0,55.0,55.0,0.0,fashion,Young Adult,110.0,5
4107,fowlerphilip,33,0.0,8.0,64.0,0.0,food,Adult,72.0,1
4108,mosleycheryl,37,40.0,40.0,0.0,0.0,sports,Adult,80.0,1
4109,martinbrooke,19,172.0,19.0,0.0,0.0,sports,Young Adult,191.0,2
4110,jlopez,36,28.0,4.0,0.0,0.0,age,Adult,32.0,1
4111,brownandrew,22,19.0,159.0,0.0,0.0,fashion,Young Adult,178.0,4
4112,hallen,41,8.0,15.0,16.0,0.0,age,Adult,39.0,1
4113,vmitchell,40,0.0,22.0,23.0,0.0,age,Adult,45.0,1
4114,tperry,15,0.0,15.0,16.0,0.0,food,Teenager,31.0,1
4115,wchurch,13,40.0,40.0,0.0,0.0,sports,,80.0,1
4116,daltonjoshua,39,0.0,98.0,87.0,0.0,fashion,Adult,185.0,4
4117,dillonwillie,35,0.0,50.0,48.0,0.0,fashion,Adult,98.0,5
4118,jesse04,24,0.0,28.0,26.0,0.0,fashion,Young Adult,54.0,1
4119,xmolina,20,75.0,74.0,76.0,0.0,food,Young Adult,225.0,4
4120,barrerakatherine,29,77.0,38.0,76.0,0.0,sports,Adult,191.0,3
4121,cthompson,23,0.0,75.0,69.0,0.0,fashion,Young Adult,144.0,4
4122,sbender,34,24.0,48.0,48.0,0.0,fashion,Adult,120.0,5
4123,diana42,30,11.0,27.0,25.0,0.0,age,Adult,63.0,1
4124,alexandersmith,39,9.0,8.0,3.0,0.0,age,Adult,20.0,1
4125,aguilarana,51,60.0,8.0,0.0,0.0,sports,Adult,68.0,1
4126,dorseyrobert,17,70.0,35.0,70.0,0.0,sports,Teenager,175.0,3
4127,amiller,23,12.0,112.0,0.0,0.0,fashion,Young Adult,124.0,4
4128,banksbrooke,42,48.0,24.0,44.0,0.0,sports,Adult,116.0,5
4129,colin74,19,3.0,28.0,0.0,0.0,fashion,Young Adult,31.0,1
4130,kellymitchell,21,54.0,19.0,18.0,0.0,sports,Young Adult,91.0,1
4131,perryrhodes,31,61.0,66.0,0.0,0.0,fashion,Adult,127.0,5
4132,grantcoleman,32,24.0,23.0,12.0,0.0,age,Adult,59.0,1
4133,loriwilson,50,91.0,30.0,31.0,0.0,sports,Adult,152.0,2
4134,kristin95,63,6.0,15.0,6.0,0.0,age,Senior,27.0,1
4135,teresa21,23,22.0,68.0,24.0,0.0,fashion,Young Adult,114.0,5
4136,michaelcalderon,41,12.0,12.0,0.0,0.0,age,Adult,24.0,1
4137,davidrussell,16,23.0,3.0,0.0,0.0,sports,Teenager,26.0,1
4138,gaykristen,16,31.0,28.0,0.0,0.0,sports,Teenager,59.0,1
4139,erica43,39,25.0,48.0,54.0,0.0,food,Adult,127.0,5
4140,ryansmith,15,96.0,98.0,106.0,0.0,food,Teenager,300.0,4
4141,charles79,27,47.0,21.0,47.0,0.0,sports,Adult,115.0,5
4142,vcarr,35,0.0,52.0,52.0,0.0,fashion,Adult,104.0,5
4143,meyersara,18,3.0,28.0,0.0,0.0,fashion,Teenager,31.0,1
4144,edwardgates,24,27.0,3.0,0.0,0.0,sports,Young Adult,30.0,1
4145,georgekaren,25,20.0,60.0,20.0,0.0,fashion,Young Adult,100.0,5
4146,ianderson,24,4.0,12.0,10.0,0.0,age,Young Adult,26.0,1
4147,woodmichael,18,15.0,6.0,14.0,0.0,age,Teenager,35.0,1
4148,xcollier,23,24.0,73.0,21.0,0.0,fashion,Young Adult,118.0,5
4149,adkinssamantha,24,67.0,65.0,68.0,0.0,food,Young Adult,200.0,4
4150,umartinez,29,0.0,7.0,65.0,0.0,food,Adult,72.0,1
4151,lindsay27,18,31.0,91.0,30.0,0.0,fashion,Teenager,152.0,4
4152,russelljulie,34,17.0,17.0,53.0,0.0,food,Adult,87.0,1
4153,smills,24,0.0,73.0,9.0,0.0,fashion,Young Adult,82.0,5
4154,ryan72,29,13.0,37.0,13.0,0.0,fashion,Adult,63.0,1
4155,james90,39,35.0,70.0,70.0,0.0,fashion,Adult,175.0,4
4156,bchan,47,51.0,154.0,52.0,0.0,fashion,Adult,257.0,4
4157,rodneybrock,22,15.0,130.0,0.0,0.0,fashion,Young Adult,145.0,4
4158,rjoseph,52,27.0,30.0,0.0,0.0,age,Adult,57.0,1
4159,shampton,25,0.0,104.0,12.0,0.0,fashion,Young Adult,116.0,4
4160,kathleenjohnson,47,131.0,118.0,0.0,0.0,sports,Adult,249.0,2
4161,mcknightkristopher,32,8.0,8.0,24.0,0.0,age,Adult,40.0,1
4162,nicolekramer,47,10.0,32.0,10.0,0.0,age,Adult,52.0,1
4163,adrienne77,19,20.0,39.0,40.0,0.0,food,Young Adult,99.0,5
4164,nguyenchristopher,15,105.0,107.0,108.0,0.0,food,Teenager,320.0,4
4165,pfarmer,16,41.0,124.0,36.0,0.0,fashion,Teenager,201.0,4
4166,hcross,38,28.0,28.0,30.0,0.0,age,Adult,86.0,1
4167,doughertydavid,27,23.0,69.0,23.0,0.0,fashion,Adult,115.0,5
4168,ljohnson,32,56.0,58.0,0.0,0.0,fashion,Adult,114.0,5
4169,bartlettmonica,42,32.0,4.0,0.0,0.0,age,Adult,36.0,1
4170,bonniestewart,32,89.0,88.0,0.0,0.0,sports,Adult,177.0,4
4171,fowlercaleb,21,0.0,14.0,118.0,0.0,food,Young Adult,132.0,3
4172,burnsmarie,27,10.0,93.0,0.0,0.0,fashion,Adult,103.0,4
4173,matthewstoni,36,4.0,15.0,6.0,0.0,age,Adult,25.0,1
4174,willismichelle,19,76.0,76.0,0.0,0.0,sports,Young Adult,152.0,4
4175,simskelly,22,0.0,20.0,155.0,0.0,food,Young Adult,175.0,3
4176,jestes,50,142.0,142.0,0.0,0.0,sports,Adult,284.0,4
4177,hschmidt,17,6.0,6.0,6.0,0.0,age,Teenager,18.0,1
4178,nicolekey,29,9.0,30.0,12.0,0.0,fashion,Adult,51.0,1
4179,kathleenfitzpatrick,34,43.0,129.0,43.0,0.0,fashion,Adult,215.0,4
4180,robertchapman,15,33.0,30.0,36.0,0.0,food,Teenager,99.0,5
4181,jennyyoung,36,24.0,12.0,22.0,0.0,age,Adult,58.0,1
4182,allenwilliam,14,48.0,48.0,0.0,0.0,sports,Teenager,96.0,5
4183,curryjacqueline,34,21.0,64.0,22.0,0.0,fashion,Adult,107.0,5
4184,richardcarr,27,40.0,80.0,80.0,0.0,fashion,Adult,200.0,4
4185,jennifershepard,21,68.0,61.0,33.0,0.0,sports,Young Adult,162.0,5
4186,hvelasquez,32,170.0,20.0,0.0,0.0,sports,Adult,190.0,2
4187,jennifer73,25,21.0,24.0,0.0,0.0,age,Young Adult,45.0,1
4188,harrisonluis,37,8.0,68.0,0.0,0.0,fashion,Adult,76.0,1
4189,dianepatrick,37,6.0,8.0,9.0,0.0,age,Adult,23.0,1
4190,haileymcclain,25,0.0,28.0,216.0,0.0,food,Young Adult,244.0,3
4191,johnwebb,17,27.0,28.0,0.0,0.0,fashion,Teenager,55.0,1
4192,zcollins,25,5.0,5.0,5.0,0.0,age,Young Adult,15.0,1
4193,johnathancrane,18,60.0,60.0,182.0,0.0,food,Teenager,302.0,3
4194,ywalsh,34,6.0,15.0,6.0,0.0,age,Adult,27.0,1
4195,maynarddanielle,46,12.0,12.0,36.0,0.0,age,Adult,60.0,1
4196,meyerchelsea,48,139.0,139.0,0.0,0.0,sports,Adult,278.0,4
4197,awalker,29,34.0,34.0,16.0,0.0,sports,Adult,84.0,1
4198,herbertchristian,26,12.0,114.0,0.0,0.0,fashion,Adult,126.0,4
4199,brandon38,26,0.0,50.0,50.0,0.0,fashion,Adult,100.0,5
4200,markssandy,35,23.0,222.0,0.0,0.0,fashion,Adult,245.0,4
4201,richard02,30,28.0,28.0,28.0,0.0,age,Adult,84.0,1
4202,adamsmelinda,44,23.0,24.0,24.0,0.0,age,Adult,71.0,1
4203,brenda63,31,42.0,42.0,21.0,0.0,sports,Adult,105.0,5
4204,kdyer,25,0.0,20.0,171.0,0.0,food,Young Adult,191.0,3
4205,melinda65,32,8.0,13.0,14.0,0.0,age,Adult,35.0,1
4206,reederic,41,43.0,78.0,87.0,0.0,food,Adult,208.0,4
4207,wilsonamy,19,95.0,10.0,0.0,0.0,sports,Young Adult,105.0,2
4208,thomasmorgan,19,30.0,30.0,90.0,0.0,food,Young Adult,150.0,3
4209,ztrujillo,16,40.0,37.0,123.0,0.0,food,Teenager,200.0,3
4210,thomasjeffery,34,9.0,16.0,17.0,0.0,age,Adult,42.0,1
4211,eryan,49,11.0,11.0,0.0,0.0,age,Adult,22.0,1
4212,adriennedecker,20,0.0,62.0,63.0,0.0,food,Young Adult,125.0,5
4213,daviscesar,33,60.0,60.0,30.0,0.0,sports,Adult,150.0,5
4214,smithrebecca,19,16.0,8.0,16.0,0.0,age,Young Adult,40.0,1
4215,kurtlynch,14,87.0,10.0,0.0,0.0,sports,Teenager,97.0,2
4216,mathischristine,28,32.0,100.0,33.0,0.0,fashion,Adult,165.0,4
4217,shelbycampbell,46,0.0,31.0,31.0,0.0,age,Adult,62.0,1
4218,danielaaron,39,9.0,16.0,17.0,0.0,age,Adult,42.0,1
4219,ujohnson,37,136.0,136.0,0.0,0.0,sports,Adult,272.0,4
4220,matthew29,14,12.0,12.0,6.0,0.0,age,Teenager,30.0,1
4221,jackvelez,14,0.0,73.0,65.0,0.0,fashion,Teenager,138.0,4
4222,bennettalejandro,16,4.0,15.0,6.0,0.0,age,Teenager,25.0,1
4223,jboyd,19,68.0,62.0,0.0,0.0,sports,Young Adult,130.0,5
4224,emily22,56,28.0,80.0,26.0,0.0,fashion,Adult,134.0,4
4225,swagner,59,3.0,7.0,6.0,0.0,age,Adult,16.0,1
4226,williamflores,96,66.0,132.0,132.0,0.0,fashion,Senior,330.0,4
4227,tara86,46,37.0,36.0,36.0,0.0,age,Adult,109.0,5
4228,mcgeesteve,14,11.0,10.0,0.0,0.0,age,Teenager,21.0,1
4229,xlowe,21,37.0,10.0,12.0,0.0,sports,Young Adult,59.0,1
4230,brendafisher,36,9.0,24.0,9.0,0.0,age,Adult,42.0,1
4231,mmiller,31,20.0,41.0,42.0,0.0,food,Adult,103.0,5
4232,piercemary,20,14.0,135.0,0.0,0.0,fashion,Young Adult,149.0,4
4233,joseph55,25,20.0,21.0,18.0,0.0,age,Young Adult,59.0,1
